,Dates,Season,MatchNo,Venue,Innings,Batsman,R,B,M,NotOut,FoWR,FoWO,Total
187,"6,7,8,9,10 July 2011 ",2011,1999,"Windsor Park, Roseau, Dominica",1,DM Bravo,50,134.0,193,0,24.0,12.6,204
188,"6,7,8,9,10 July 2011 ",2011,1999,"Windsor Park, Roseau, Dominica",2,VVS Laxman,56,129.0,214,0,18.0,9.2,347
189,"6,7,8,9,10 July 2011 ",2011,1999,"Windsor Park, Roseau, Dominica",3,DM Bravo,14,40.0,46,0,10.0,6.3,322
190,"6,7,8,9,10 July 2011 ",2011,1999,"Windsor Park, Roseau, Dominica",4,SK Raina,8,18.0,16,1,73.0,24.1,94
191,"21,22,23,24,25 July 2011 ",2011,2000,"Lord's, London",1,KP Pietersen,202,326.0,494,0,62.0,24.4,474
192,"21,22,23,24,25 July 2011 ",2011,2000,"Lord's, London",2,SR Tendulkar,34,58.0,90,1,77.0,24.4,286
193,"21,22,23,24,25 July 2011 ",2011,2000,"Lord's, London",3,KP Pietersen,1,3.0,3,0,54.0,22.3,269
194,"21,22,23,24,25 July 2011 ",2011,2000,"Lord's, London",4,G Gambhir,22,56.0,70,0,94.0,34.1,261
195,"29,30,31 July, 1 August 2011 ",2011,2001,"Trent Bridge, Nottingham",1,KP Pietersen,29,53.0,76,0,23.0,10.4,221
196,"29,30,31 July, 1 August 2011 ",2011,2001,"Trent Bridge, Nottingham",2,SR Tendulkar,16,34.0,33,0,93.0,35.4,288
197,"29,30,31 July, 1 August 2011 ",2011,2001,"Trent Bridge, Nottingham",3,KP Pietersen,63,120.0,159,0,57.0,19.1,544
198,"29,30,31 July, 1 August 2011 ",2011,2001,"Trent Bridge, Nottingham",4,SR Tendulkar,56,86.0,136,0,13.0,6.6,158
199,"4,5,6,7,8 August 2011 ",2011,2002,Harare Sports Club,1,BRM Taylor (c),71,163.0,257,0,162.0,48.2,370
200,"4,5,6,7,8 August 2011 ",2011,2002,Harare Sports Club,2,Mohammad Ashraful,73,158.0,239,0,36.0,10.3,287
201,"4,5,6,7,8 August 2011 ",2011,2002,Harare Sports Club,3,BRM Taylor (c),105,175.0,267,0,79.0,27.4,291
202,"4,5,6,7,8 August 2011 ",2011,2002,Harare Sports Club,4,Mohammad Ashraful,39,51.0,74,0,87.0,21.3,244
203,"10,11,12,13 August 2011 ",2011,2003,"Edgbaston, Birmingham",1,SR Tendulkar,1,8.0,10,0,59.0,19.5,224
204,"10,11,12,13 August 2011 ",2011,2003,"Edgbaston, Birmingham",2,KP Pietersen,63,78.0,104,0,252.0,70.2,710
205,"10,11,12,13 August 2011 ",2011,2003,"Edgbaston, Birmingham",3,SR Tendulkar,40,60.0,92,0,35.0,13.1,244
206,"18,19,20,21,22 August 2011 ",2011,2004,"Kennington Oval, London",1,KP Pietersen,175,232.0,339,0,97.0,37.6,591
207,"18,19,20,21,22 August 2011 ",2011,2004,"Kennington Oval, London",2,SR Tendulkar,23,34.0,65,0,13.0,3.6,300
208,"18,19,20,21,22 August 2011 ",2011,2004,"Kennington Oval, London",3,SR Tendulkar,91,172.0,235,0,64.0,18.1,283
209,"31 August, 1,2,3 September 2011 ",2011,2005,Galle International Stadium,1,MJ Clarke (c),23,45.0,60,0,36.0,9.4,273
210,"31 August, 1,2,3 September 2011 ",2011,2005,Galle International Stadium,2,DPMD Jayawardene,11,29.0,32,0,24.0,15.1,105
211,"31 August, 1,2,3 September 2011 ",2011,2005,Galle International Stadium,3,MJ Clarke (c),60,80.0,105,0,5.0,3.2,210
212,"31 August, 1,2,3 September 2011 ",2011,2005,Galle International Stadium,4,DPMD Jayawardene,105,231.0,311,0,15.0,6.2,253
213,"1,2,3,4,5 September 2011 ",2011,2006,"Queens Sports Club, Bulawayo",1,BRM Taylor (c),10,12.0,19,0,91.0,36.1,412
214,"1,2,3,4,5 September 2011 ",2011,2006,"Queens Sports Club, Bulawayo",2,Younis Khan,88,265.0,317,0,196.0,58.4,466
215,"1,2,3,4,5 September 2011 ",2011,2006,"Queens Sports Club, Bulawayo",3,BRM Taylor (c),5,14.0,21,0,19.0,8.2,141
216,"1,2,3,4,5 September 2011 ",2011,2006,"Queens Sports Club, Bulawayo",4,Younis Khan,14,28.0,37,0,49.0,11.2,88
217,"8,9,10,11,12 September 2011 ",2011,2007,Pallekele International Cricket Stadium,1,DPMD Jayawardene,4,10.0,10,0,10.0,5.4,174
218,"8,9,10,11,12 September 2011 ",2011,2007,Pallekele International Cricket Stadium,2,MJ Clarke (c),13,20.0,24,0,95.0,36.5,411
219,"8,9,10,11,12 September 2011 ",2011,2007,Pallekele International Cricket Stadium,3,DPMD Jayawardene,51,133.0,176,0,128.0,46.5,317
220,"16,17,18,19,20 September 2011 ",2011,2008,"Sinhalese Sports Club Ground, Colombo",1,RT Ponting,48,91.0,119,0,22.0,8.1,316
221,"16,17,18,19,20 September 2011 ",2011,2008,"Sinhalese Sports Club Ground, Colombo",2,DPMD Jayawardene,51,120.0,159,0,97.0,35.6,473
222,"16,17,18,19,20 September 2011 ",2011,2008,"Sinhalese Sports Club Ground, Colombo",3,RT Ponting,28,80.0,98,0,122.0,31.6,488
223,"18,19,20,21,22 October 2011 ",2011/12,2009,"Sheikh Zayed Stadium, Abu Dhabi",1,DPMD Jayawardene,28,63.0,94,0,51.0,28.1,197
224,"18,19,20,21,22 October 2011 ",2011/12,2009,"Sheikh Zayed Stadium, Abu Dhabi",2,Younis Khan,33,94.0,116,0,278.0,104.1,511
225,"18,19,20,21,22 October 2011 ",2011/12,2009,"Sheikh Zayed Stadium, Abu Dhabi",3,DPMD Jayawardene,4,7.0,10,0,153.0,50.5,483
226,"21,22,23,24,25 October 2011 ",2011/12,2010,"Zahur Ahmed Chowdhury Stadium, Chattogram",1,Raqibul Hasan,41,92.0,132,0,,,350
227,"21,22,23,24,25 October 2011 ",2011/12,2010,"Zahur Ahmed Chowdhury Stadium, Chattogram",2,DM Bravo,2,14.0,27,0,44.0,14.5,244
228,"21,22,23,24,25 October 2011 ",2011/12,2010,"Zahur Ahmed Chowdhury Stadium, Chattogram",3,Raqibul Hasan,10,55.0,74,0,72.0,23.2,119
229,"21,22,23,24,25 October 2011 ",2011/12,2010,"Zahur Ahmed Chowdhury Stadium, Chattogram",4,DM Bravo,24,28.0,27,1,58.0,14.2,100
230,"26,27,28,29 October 2011 ",2011/12,2011,Dubai International Cricket Stadium,1,DPMD Jayawardene,6,4.0,3,0,24.0,8.2,239
231,"26,27,28,29 October 2011 ",2011/12,2011,Dubai International Cricket Stadium,2,Younis Khan,55,103.0,162,0,64.0,23.3,403
232,"26,27,28,29 October 2011 ",2011/12,2011,Dubai International Cricket Stadium,3,DPMD Jayawardene,5,34.0,58,0,95.0,48.6,257
233,"29,30,31 October, 1,2 November 2011 ",2011/12,2012,"Shere Bangla National Stadium, Mirpur, Dhaka",1,DM Bravo,12,30.0,28,0,155.0,54.1,355
234,"29,30,31 October, 1,2 November 2011 ",2011/12,2012,"Shere Bangla National Stadium, Mirpur, Dhaka",2,Raqibul Hasan,0,2.0,8,0,36.0,4.6,231
235,"29,30,31 October, 1,2 November 2011 ",2011/12,2012,"Shere Bangla National Stadium, Mirpur, Dhaka",3,DM Bravo,195,297.0,384,0,33.0,17.4,383
236,"29,30,31 October, 1,2 November 2011 ",2011/12,2012,"Shere Bangla National Stadium, Mirpur, Dhaka",4,Raqibul Hasan,17,52.0,72,0,73.0,12.1,278
237,"1,2,3,4,5 November 2011 ",2011/12,2013,"Queens Sports Club, Bulawayo",1,LRPL Taylor (c),76,165.0,227,0,115.0,37.3,426
238,"1,2,3,4,5 November 2011 ",2011/12,2013,"Queens Sports Club, Bulawayo",2,BRM Taylor (c),50,75.0,113,0,83.0,41.6,313
239,"1,2,3,4,5 November 2011 ",2011/12,2013,"Queens Sports Club, Bulawayo",3,JS Patel,9,24.0,19,0,23.0,5.1,252
240,"1,2,3,4,5 November 2011 ",2011/12,2013,"Queens Sports Club, Bulawayo",4,BRM Taylor (c),117,147.0,242,0,61.0,23.4,331
241,"3,4,5,6,7 November 2011 ",2011/12,2014,Sharjah Cricket Stadium,1,DPMD Jayawardene,39,108.0,145,0,177.0,60.1,413
242,"3,4,5,6,7 November 2011 ",2011/12,2014,Sharjah Cricket Stadium,2,Younis Khan,122,211.0,288,0,35.0,14.4,340
243,"3,4,5,6,7 November 2011 ",2011/12,2014,Sharjah Cricket Stadium,3,DPMD Jayawardene,20,30.0,60,0,80.0,29.6,181
244,"3,4,5,6,7 November 2011 ",2011/12,2014,Sharjah Cricket Stadium,4,Younis Khan,11,35.0,42,0,30.0,13.2,87
245,"6,7,8,9 November 2011 ",2011/12,2015,"Arun Jaitley Stadium, Delhi",1,DM Bravo,12,21.0,32,0,45.0,23.3,304
246,"6,7,8,9 November 2011 ",2011/12,2015,"Arun Jaitley Stadium, Delhi",2,SR Tendulkar,7,18.0,25,0,100.0,15.4,209
247,"6,7,8,9 November 2011 ",2011/12,2015,"Arun Jaitley Stadium, Delhi",3,FH Edwards,1,8.0,13,0,17.0,13.1,180
248,"6,7,8,9 November 2011 ",2011/12,2015,"Arun Jaitley Stadium, Delhi",4,SR Tendulkar,76,148.0,200,0,95.0,18.1,276
249,"9,10,11 November 2011 ",2011/12,2016,"Newlands, Cape Town",1,RT Ponting,8,25.0,51,0,13.0,5.6,284
250,"9,10,11 November 2011 ",2011/12,2016,"Newlands, Cape Town",2,JH Kallis,0,4.0,6,0,49.0,13.2,96
251,"9,10,11 November 2011 ",2011/12,2016,"Newlands, Cape Town",3,MJ Clarke (c),2,6.0,16,0,11.0,5.3,47
252,"9,10,11 November 2011 ",2011/12,2016,"Newlands, Cape Town",4,JH Kallis,2,6.0,14,0,222.0,47.4,236
253,"14,15,16,17 November 2011 ",2011/12,2017,"Eden Gardens, Kolkata",1,SR Tendulkar,38,71.0,74,0,149.0,34.2,631
254,"14,15,16,17 November 2011 ",2011/12,2017,"Eden Gardens, Kolkata",2,DM Bravo,30,56.0,70,0,30.0,11.1,153
255,"14,15,16,17 November 2011 ",2011/12,2017,"Eden Gardens, Kolkata",3,DM Bravo,136,230.0,321,0,116.0,32.4,463
256,"17,18,19,20,21 November 2011 ",2011/12,2018,"The Wanderers Stadium, Johannesburg",1,JH Kallis,54,41.0,64,0,43.0,14.4,266
257,"17,18,19,20,21 November 2011 ",2011/12,2018,"The Wanderers Stadium, Johannesburg",2,RT Ponting,0,3.0,5,0,192.0,45.4,296
258,"17,18,19,20,21 November 2011 ",2011/12,2018,"The Wanderers Stadium, Johannesburg",3,JH Kallis,2,19.0,31,0,75.0,19.6,339
259,"17,18,19,20,21 November 2011 ",2011/12,2018,"The Wanderers Stadium, Johannesburg",4,RT Ponting,62,138.0,218,0,19.0,2.5,310
260,"22,23,24,25,26 November 2011 ",2011/12,2019,"Wankhede Stadium, Mumbai",1,DM Bravo,166,284.0,405,0,150.0,58.6,590
261,"22,23,24,25,26 November 2011 ",2011/12,2019,"Wankhede Stadium, Mumbai",2,SR Tendulkar,94,153.0,219,0,138.0,33.6,482
262,"22,23,24,25,26 November 2011 ",2011/12,2019,"Wankhede Stadium, Mumbai",3,DM Bravo,48,105.0,129,0,30.0,10.6,134
263,"22,23,24,25,26 November 2011 ",2011/12,2019,"Wankhede Stadium, Mumbai",4,SR Tendulkar,3,7.0,6,0,101.0,19.1,242
264,"1,2,3,4 December 2011 ",2011/12,2020,"Brisbane Cricket Ground, Woolloongabba, Brisbane",1,LRPL Taylor (c),14,15.0,33,0,56.0,15.6,295
265,"1,2,3,4 December 2011 ",2011/12,2020,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2,RT Ponting,78,140.0,229,0,25.0,6.1,427
266,"1,2,3,4 December 2011 ",2011/12,2020,"Brisbane Cricket Ground, Woolloongabba, Brisbane",3,KS Williamson,0,2.0,2,0,17.0,8.2,150
267,"9,10,11,12 December 2011 ",2011/12,2021,"Bellerive Oval, Hobart",1,LRPL Taylor (c),6,18.0,22,0,11.0,2.6,150
268,"9,10,11,12 December 2011 ",2011/12,2021,"Bellerive Oval, Hobart",2,RT Ponting,5,16.0,29,0,24.0,8.4,136
269,"9,10,11,12 December 2011 ",2011/12,2021,"Bellerive Oval, Hobart",3,LRPL Taylor (c),56,169.0,221,0,36.0,12.2,226
270,"9,10,11,12 December 2011 ",2011/12,2021,"Bellerive Oval, Hobart",4,RT Ponting,16,30.0,51,0,122.0,34.6,233
271,"9,10,11,12 December 2011 ",2011/12,2022,"Zahur Ahmed Chowdhury Stadium, Chattogram",1,Mohammad Ashraful,1,11.0,16,0,19.0,8.3,135
272,"9,10,11,12 December 2011 ",2011/12,2022,"Zahur Ahmed Chowdhury Stadium, Chattogram",2,Younis Khan,200,290.0,412,0,220.0,72.3,594
273,"9,10,11,12 December 2011 ",2011/12,2022,"Zahur Ahmed Chowdhury Stadium, Chattogram",3,Mohammad Ashraful,0,3.0,6.0,0,74.0,18.5,275
274,"15,16,17 December 2011 ",2011/12,2023,"SuperSport Park, Centurion",1,DPMD Jayawardene,30,73.0,114,0,12.0,5.1,180
275,"15,16,17 December 2011 ",2011/12,2023,"SuperSport Park, Centurion",2,HM Amla,18,33.0,49,0,90.0,35.2,411
276,"15,16,17 December 2011 ",2011/12,2023,"SuperSport Park, Centurion",3,DPMD Jayawardene,15,31.0,46,0,11.0,4.6,150
277,"17,18,19,20,21 December 2011 ",2011/12,2024,"Shere Bangla National Stadium, Mirpur, Dhaka",1,Mahmudullah,0,1.0,4,0,16.0,6.6,338
278,"17,18,19,20,21 December 2011 ",2011/12,2024,"Shere Bangla National Stadium, Mirpur, Dhaka",2,Younis Khan,49,122.0,205,0,150.0,51.4,470
279,"17,18,19,20,21 December 2011 ",2011/12,2024,"Shere Bangla National Stadium, Mirpur, Dhaka",3,Mahmudullah,32,50.0,70,0,24.0,4.6,234
280,"17,18,19,20,21 December 2011 ",2011/12,2024,"Shere Bangla National Stadium, Mirpur, Dhaka",4,Younis Khan,16,12.0,22,0,70.0,15.4,107
281,"26,27,28,29 December 2011 ",2011/12,2025,Melbourne Cricket Ground,1,RT Ponting,62,94.0,148,0,46.0,15.1,333
282,"26,27,28,29 December 2011 ",2011/12,2025,Melbourne Cricket Ground,2,SR Tendulkar,73,98.0,151,0,97.0,28.2,282
283,"26,27,28,29 December 2011 ",2011/12,2025,Melbourne Cricket Ground,3,RT Ponting,60,97.0,151,0,16.0,7.4,240
284,"26,27,28,29 December 2011 ",2011/12,2025,Melbourne Cricket Ground,4,SR Tendulkar,32,46.0,73,0,39.0,12.1,169
285,"26,27,28,29 December 2011 ",2011/12,2026,"Kingsmead, Durban",1,DPMD Jayawardene,31,58.0,81,0,47.0,10.2,338
286,"26,27,28,29 December 2011 ",2011/12,2026,"Kingsmead, Durban",2,JH Kallis,0,3.0,7,0,27.0,8.6,168
287,"26,27,28,29 December 2011 ",2011/12,2026,"Kingsmead, Durban",3,DPMD Jayawardene,14,27.0,41,0,20.0,8.1,279
288,"26,27,28,29 December 2011 ",2011/12,2026,"Kingsmead, Durban",4,JH Kallis,0,7.0,17,0,88.0,26.4,241
289,"3,4,5,6 January 2012 ",2011/12,2027,Sydney Cricket Ground,1,SR Tendulkar,41,89.0,133,0,30.0,10.3,191
290,"3,4,5,6 January 2012 ",2011/12,2027,Sydney Cricket Ground,2,RT Ponting,134,225.0,332,0,8.0,2.1,659
291,"3,4,5,6 January 2012 ",2011/12,2027,Sydney Cricket Ground,3,SR Tendulkar,80,141.0,213,0,100.0,26.3,400
292,"3,4,5,6 January 2012 ",2011/12,2028,"Newlands, Cape Town",1,JH Kallis,224,325.0,434,0,56.0,12.6,580
293,"3,4,5,6 January 2012 ",2011/12,2028,"Newlands, Cape Town",2,DPMD Jayawardene,30,81.0,130,0,126.0,28.3,239
294,"3,4,5,6 January 2012 ",2011/12,2028,"Newlands, Cape Town",3,DPMD Jayawardene,12,21.0,37,0,79.0,29.6,342
295,"13,14,15 January 2012 ",2011/12,2029,"W.A.C.A. Ground, Perth",1,SR Tendulkar,15,25.0,46,0,32.0,13.5,161
296,"13,14,15 January 2012 ",2011/12,2029,"W.A.C.A. Ground, Perth",2,RT Ponting,7,6.0,8,0,230.0,42.6,369
297,"13,14,15 January 2012 ",2011/12,2029,"W.A.C.A. Ground, Perth",3,SR Tendulkar,8,16.0,22,0,25.0,11.3,171
298,"17,18,19 January 2012 ",2011/12,2030,Dubai International Cricket Stadium,1,KP Pietersen,2,29.0,39,0,31.0,12.3,192
299,"17,18,19 January 2012 ",2011/12,2030,Dubai International Cricket Stadium,2,Younis Khan,37,87.0,120,0,128.0,39.3,338
300,"17,18,19 January 2012 ",2011/12,2030,Dubai International Cricket Stadium,3,KP Pietersen,0,8.0,13,0,25.0,12.3,160
301,"24,25,26,27,28 January 2012 ",2011/12,2031,Adelaide Oval,1,RT Ponting,221,404.0,516,0,31.0,9.6,604
302,"24,25,26,27,28 January 2012 ",2011/12,2031,Adelaide Oval,2,SR Tendulkar,25,69.0,94,0,31.0,6.6,272
303,"24,25,26,27,28 January 2012 ",2011/12,2031,Adelaide Oval,3,RT Ponting,60,96.0,146,0,40.0,10.6,167
304,"24,25,26,27,28 January 2012 ",2011/12,2031,Adelaide Oval,4,SR Tendulkar,13,34.0,46,0,80.0,19.1,201
305,"25,26,27,28 January 2012 ",2011/12,2032,"Sheikh Zayed Stadium, Abu Dhabi",1,Younis Khan,24,38.0,44,0,61.0,23.5,257
306,"25,26,27,28 January 2012 ",2011/12,2032,"Sheikh Zayed Stadium, Abu Dhabi",2,KP Pietersen,14,39.0,57,0,166.0,63.6,327
307,"25,26,27,28 January 2012 ",2011/12,2032,"Sheikh Zayed Stadium, Abu Dhabi",3,Younis Khan,1,14.0,14,0,29.0,12.5,214
308,"25,26,27,28 January 2012 ",2011/12,2032,"Sheikh Zayed Stadium, Abu Dhabi",4,KP Pietersen,1,8.0,13,0,26.0,17.1,72
309,"26,27,28 January 2012 ",2011/12,2033,"McLean Park, Napier",1,LRPL Taylor (c),122,201.0,260,0,131.0,38.1,495
310,"26,27,28 January 2012 ",2011/12,2033,"McLean Park, Napier",2,BRM Taylor (c),9,18.0,30,0,8.0,4.4,51
311,"26,27,28 January 2012 ",2011/12,2033,"McLean Park, Napier",3,BRM Taylor (c),2,6.0,9,0,3.0,2.3,143
312,"3,4,5,6 February 2012 ",2011/12,2034,Dubai International Cricket Stadium,1,Younis Khan,4,8.0,10,0,8.0,5.3,99
313,"3,4,5,6 February 2012 ",2011/12,2034,Dubai International Cricket Stadium,2,KP Pietersen,32,44.0,62,0,7.0,4.2,141
314,"3,4,5,6 February 2012 ",2011/12,2034,Dubai International Cricket Stadium,3,Younis Khan,127,221.0,303,0,28.0,9.6,365
315,"3,4,5,6 February 2012 ",2011/12,2034,Dubai International Cricket Stadium,4,KP Pietersen,18,45.0,54,0,85.0,44.3,252
316,"7,8,9,10,11 March 2012 ",2011/12,2035,"University Oval, Dunedin",1,JH Kallis,0,2.0,7,0,86.0,26.5,238
317,"7,8,9,10,11 March 2012 ",2011/12,2035,"University Oval, Dunedin",2,LRPL Taylor (c),44,77.0,108,0,41.0,16.5,273
318,"7,8,9,10,11 March 2012 ",2011/12,2035,"University Oval, Dunedin",3,JH Kallis,113,263.0,380,0,47.0,11.6,435
319,"7,8,9,10,11 March 2012 ",2011/12,2035,"University Oval, Dunedin",4,LRPL Taylor (c),48,68.0,98,1,55.0,20.1,137
320,"15,16,17 March 2012 ",2011/12,2036,"Seddon Park, Hamilton",1,LRPL Taylor (c),44,93.0,140,0,44.0,19.2,185
321,"15,16,17 March 2012 ",2011/12,2036,"Seddon Park, Hamilton",2,HM Amla,16,51.0,76,0,18.0,6.3,253
322,"15,16,17 March 2012 ",2011/12,2036,"Seddon Park, Hamilton",3,LRPL Taylor (c),17,72.0,105,0,7.0,3.6,168
323,"23,24,25,26,27 March 2012 ",2011/12,2037,"Basin Reserve, Wellington",1,JP Duminy,103,186.0,271,0,106.0,33.5,474
324,"23,24,25,26,27 March 2012 ",2011/12,2037,"Basin Reserve, Wellington",2,LRPL Taylor (c),18,46.0,69,0,136.0,52.1,275
325,"23,24,25,26,27 March 2012 ",2011/12,2037,"Basin Reserve, Wellington",3,JP Duminy,33,23.0,39,0,106.0,21.2,189
326,"23,24,25,26,27 March 2012 ",2011/12,2037,"Basin Reserve, Wellington",4,KS Williamson,102,228.0,327,0,1.0,4.5,200
327,"26,27,28,29 March 2012 ",2011/12,2038,Galle International Stadium,1,DPMD Jayawardene (c),180,315.0,396,0,11.0,2.3,318
328,"26,27,28,29 March 2012 ",2011/12,2038,Galle International Stadium,2,KP Pietersen,3,18.0,30,0,40.0,10.3,193
329,"26,27,28,29 March 2012 ",2011/12,2038,Galle International Stadium,3,DPMD Jayawardene (c),5,7.0,10,0,8.0,6.2,214
330,"26,27,28,29 March 2012 ",2011/12,2038,Galle International Stadium,4,KP Pietersen,30,68.0,90,0,48.0,18.3,264
331,"3,4,5,6,7 April 2012 ",2011/12,2039,"P Sara Oval, Colombo",1,DPMD Jayawardene (c),105,216.0,313,0,21.0,4.6,275
332,"3,4,5,6,7 April 2012 ",2011/12,2039,"P Sara Oval, Colombo",2,KP Pietersen,151,165.0,212,0,213.0,84.1,460
333,"3,4,5,6,7 April 2012 ",2011/12,2039,"P Sara Oval, Colombo",3,KC Sangakkara,21,86.0,119,0,64.0,18.2,278
334,"3,4,5,6,7 April 2012 ",2011/12,2039,"P Sara Oval, Colombo",4,KP Pietersen,42,28.0,43,0,31.0,9.1,97
335,"7,8,9,10,11 April 2012 ",2011/12,2040,"Kensington Oval, Bridgetown, Barbados",1,DM Bravo,51,123.0,170,0,142.0,54.3,449
336,"7,8,9,10,11 April 2012 ",2011/12,2040,"Kensington Oval, Bridgetown, Barbados",2,RT Ponting,4,13.0,20,0,65.0,20.2,406
337,"7,8,9,10,11 April 2012 ",2011/12,2040,"Kensington Oval, Bridgetown, Barbados",3,DM Bravo,32,78.0,148,0,3.0,2.5,148
338,"7,8,9,10,11 April 2012 ",2011/12,2040,"Kensington Oval, Bridgetown, Barbados",4,RT Ponting,14,20.0,23,0,106.0,29.5,192
339,"23,24,25,26,27 April 2012 ",2011/12,2042,"Windsor Park, Roseau, Dominica",1,RT Ponting,23,60.0,88,0,84.0,39.5,328
340,"23,24,25,26,27 April 2012 ",2011/12,2042,"Windsor Park, Roseau, Dominica",2,DM Bravo,10,7.0,7,0,62.0,26.3,218
341,"23,24,25,26,27 April 2012 ",2011/12,2042,"Windsor Park, Roseau, Dominica",3,RT Ponting,57,130.0,192,0,25.0,8.2,259
342,"23,24,25,26,27 April 2012 ",2011/12,2042,"Windsor Park, Roseau, Dominica",4,DM Bravo,45,148.0,176,0,28.0,15.6,294
343,"17,18,19,20,21 May 2012 ",2012,2043,"Lord's, London",1,DM Bravo,29,74.0,105,0,32.0,14.5,243
344,"17,18,19,20,21 May 2012 ",2012,2043,"Lord's, London",2,KP Pietersen,32,51.0,61,0,194.0,63.3,398
345,"17,18,19,20,21 May 2012 ",2012,2043,"Lord's, London",3,DM Bravo,21,57.0,70,0,36.0,13.3,345
346,"17,18,19,20,21 May 2012 ",2012,2043,"Lord's, London",4,IJL Trott,13,21.0,27,0,10.0,3.1,193
347,"25,26,27,28 May 2012 ",2012,2044,"Trent Bridge, Nottingham",1,DM Bravo,3,18.0,25,0,26.0,8.3,370
348,"25,26,27,28 May 2012 ",2012,2044,"Trent Bridge, Nottingham",2,KP Pietersen,80,114.0,135,0,123.0,34.4,428
349,"25,26,27,28 May 2012 ",2012,2044,"Trent Bridge, Nottingham",3,S Chanderpaul,11,15.0,22,0,14.0,4.2,165
350,"7,8,9,10,11 June 2012 ",2012,2045,"Edgbaston, Birmingham",1,DM Bravo,6,16.0,39,0,90.0,31.6,426
351,"7,8,9,10,11 June 2012 ",2012,2045,"Edgbaston, Birmingham",2,KP Pietersen,78,81.0,141,0,40.0,10.2,221
352,"22,23,24,25 June 2012 ",2012,2046,Galle International Stadium,1,DPMD Jayawardene (c),62,132.0,175,1,187.0,56.5,472
353,"22,23,24,25 June 2012 ",2012,2046,Galle International Stadium,2,Younis Khan,29,91.0,112,0,17.0,4.3,100
354,"22,23,24,25 June 2012 ",2012,2046,Galle International Stadium,3,DPMD Jayawardene (c),14,31.0,46,0,85.0,20.3,137
355,"22,23,24,25 June 2012 ",2012,2046,Galle International Stadium,4,Younis Khan,87,213.0,266,0,21.0,11.3,300
356,"30 June, 1,2,3,4 July 2012 ",2012,2047,"Sinhalese Sports Club Ground, Colombo",1,Younis Khan,32,68.0,80,0,365.0,103.4,551
357,"30 June, 1,2,3,4 July 2012 ",2012,2047,"Sinhalese Sports Club Ground, Colombo",2,DPMD Jayawardene (c),0,8.0,17,0,236.0,69.6,391
358,"30 June, 1,2,3,4 July 2012 ",2012,2047,"Sinhalese Sports Club Ground, Colombo",3,Adnan Akmal †,0,4.0,4,0,99.0,16.4,100
359,"30 June, 1,2,3,4 July 2012 ",2012,2047,"Sinhalese Sports Club Ground, Colombo",4,DPMD Jayawardene (c),1,5.0,8,1,78.0,20.2,86
360,"8,9,10,11,12 July 2012 ",2012,2048,Pallekele International Cricket Stadium,1,Younis Khan,0,9.0,13,0,41.0,9.5,226
361,"8,9,10,11,12 July 2012 ",2012,2048,Pallekele International Cricket Stadium,2,DPMD Jayawardene (c),12,24.0,30,0,14.0,7.6,337
362,"8,9,10,11,12 July 2012 ",2012,2048,Pallekele International Cricket Stadium,3,Younis Khan,19,50.0,74,0,110.0,35.3,380
363,"8,9,10,11,12 July 2012 ",2012,2048,Pallekele International Cricket Stadium,4,DPMD Jayawardene (c),11,44.0,40,1,132.0,37.2,195
364,"19,20,21,22,23 July 2012 ",2012,2049,"Kennington Oval, London",1,KP Pietersen,42,72.0,97,0,170.0,57.2,385
365,"19,20,21,22,23 July 2012 ",2012,2049,"Kennington Oval, London",2,JH Kallis,182,326.0,434,1,260.0,87.1,637
366,"19,20,21,22,23 July 2012 ",2012,2049,"Kennington Oval, London",3,KP Pietersen,16,17.0,36,0,32.0,10.2,240
367,"25,26,27,28,29 July 2012 ",2012,2050,"Sir Vivian Richards Stadium, North Sound, Antigua",1,LRPL Taylor (c),45,96.0,136,0,133.0,49.6,351
368,"25,26,27,28,29 July 2012 ",2012,2050,"Sir Vivian Richards Stadium, North Sound, Antigua",2,MN Samuels,28,48.0,56,0,304.0,88.4,522
369,"25,26,27,28,29 July 2012 ",2012,2050,"Sir Vivian Richards Stadium, North Sound, Antigua",3,LRPL Taylor (c),21,78.0,99,0,170.0,48.6,272
370,"2,3,4,5,6 August 2012 ",2012,2051,"Headingley, Leeds",1,JH Kallis,19,30.0,38,0,132.0,40.1,419
371,"2,3,4,5,6 August 2012 ",2012,2051,"Headingley, Leeds",2,KP Pietersen,149,214.0,321,0,85.0,34.4,425
372,"2,3,4,5,6 August 2012 ",2012,2051,"Headingley, Leeds",3,AB de Villiers †,44,45.0,59,0,129.0,41.5,258
373,"2,3,4,5,6 August 2012 ",2012,2051,"Headingley, Leeds",4,IJL Trott,30,57.0,92,0,75.0,13.6,130
374,"2,3,4,5 August 2012 ",2012,2052,"Sabina Park, Kingston, Jamaica",1,LRPL Taylor (c),60,100.0,131,0,11.0,5.3,260
375,"2,3,4,5 August 2012 ",2012,2052,"Sabina Park, Kingston, Jamaica",2,MN Samuels,123,169.0,264,0,17.0,10.4,209
376,"2,3,4,5 August 2012 ",2012,2052,"Sabina Park, Kingston, Jamaica",3,BB McCullum,19,54.0,82,0,56.0,20.1,154
377,"2,3,4,5 August 2012 ",2012,2052,"Sabina Park, Kingston, Jamaica",4,MN Samuels,52,103.0,157,0,20.0,3.1,206
